JopTitle,CompName,CompLocation,PostDate,Description,JopURL
Data Analyst,ธนาคารเกียรตินาคินภัทร จำกัด (มหาชน),กรุงเทพมหานคร,Posted19 days ago,จัดทำแผนกลยุทธ์จากผลิตภัณฑ์ต่างๆเชื่อมโยงกันเป็นกลยุทธ์ทางธุรกิจ สร้าง Model สำหรับกำหนด Pricing การแบ่ง Segmentation สำหรับพัฒนาผลิตภัณฑ์ และการจัดทำ Profit…,https://th.indeed.com/rc/clk?jk=43e4dd7c242b6ab2&fccid=647f9ecdccabd188&vjs=3
Data Analyst,ธนาคารเกียรตินาคินภัทร จำกัด (มหาชน),กรุงเทพมหานคร,Posted19 days ago,จัดทำแผนกลยุทธ์จากผลิตภัณฑ์ต่างๆเชื่อมโยงกันเป็นกลยุทธ์ทางธุรกิจ สร้าง Model สำหรับกำหนด Pricing การแบ่ง Segmentation สำหรับพัฒนาผลิตภัณฑ์ และการจัดทำ Profit…,https://th.indeed.com/rc/clk?jk=43e4dd7c242b6ab2&fccid=647f9ecdccabd188&vjs=3
Data Scientist - Ascend Commerce,Ascend Group,กรุงเทพมหานคร,Posted30+ days ago,Explore and understand large enterprise data sets (‘big data’) with varying complicity to lead effective analysis delivery.,https://th.indeed.com/rc/clk?jk=7ba200a61f48aced&fccid=e86c0d8bfd3a4b00&vjs=3
Data Analytics,บริษัท อยุธยา แคปปิตอล ออโต้ ลีส จำกัด (มหาชน),กรุงเทพมหานคร,Posted30+ days ago,"Experience in data mining, data visualization tool.",https://th.indeed.com/rc/clk?jk=5cdb698a37e201ab&fccid=0aba939eba1dff41&vjs=3
Data Analyst,Advanced Info Service Plc.,กรุงเทพมหานคร,Posted30+ days ago,Data Cleaning and Preparation Need to retrieve data from one or more sources and prepare the data so it is ready for numerical and categorical analysisData…,https://th.indeed.com/rc/clk?jk=329651bf00cdf34a&fccid=7c95bcfbef85b3a3&vjs=3
Data Scientist,SKY ICT PCL,กรุงเทพมหานคร,Posted30+ days ago,"Studying Computer Engineering, AI, or Computer Science.",https://th.indeed.com/rc/clk?jk=8426645fb9eff1d2&fccid=4948476bdcced0d9&vjs=3
Sustainability Implementation Analyst,PTT Global Chemical Plc.,กรุงเทพมหานคร,Posted20 days ago,Analyze and review data/ information in sustainability development database and provide recommendations for improvement.,https://th.indeed.com/rc/clk?jk=da000e658e9c95d6&fccid=dd616958bd9ddc12&vjs=3
Sustainability Implementation Analyst,PTT Global Chemical Plc.,กรุงเทพมหานคร,Posted20 days ago,Analyze and review data/ information in sustainability development database and provide recommendations for improvement.,https://th.indeed.com/rc/clk?jk=da000e658e9c95d6&fccid=dd616958bd9ddc12&vjs=3
Data Scientist and Analytic Consultant,Advanced Info Service Plc.,กรุงเทพมหานคร,Posted4 days ago,"Technical expertise regarding data modeling, data mining, segmentation techniques, unstructured data skills, and other data science.",https://th.indeed.com/rc/clk?jk=9d2e35ad0081c5fd&fccid=7c95bcfbef85b3a3&vjs=3
Data Analyst นักวิเคราะห์ข้อมูล,บริษัท เจ เอ็ม ที เน็ทเวอร์ค เซอร์วิสเซ็ส...,"สะพานสูง, กรุงเทพมหานคร",Posted30+ days ago,"สามารถใช้เครื่องมือทางสถิติ มีทักษะทางด้าน SQL / Python และ โปรแกรมคอมพิวเตอร์ด้านการทำ Data Analytic เช่น Python , R หรือ Power BI.",https://th.indeed.com/rc/clk?jk=47d2fa844d3deca6&fccid=1e7eb384b7ba8bd6&vjs=3
Data Analyst,ธนาคารเกียรตินาคินภัทร จำกัด (มหาชน),กรุงเทพมหานคร,Posted19 days ago,จัดทำแผนกลยุทธ์จากผลิตภัณฑ์ต่างๆเชื่อมโยงกันเป็นกลยุทธ์ทางธุรกิจ สร้าง Model สำหรับกำหนด Pricing การแบ่ง Segmentation สำหรับพัฒนาผลิตภัณฑ์ และการจัดทำ Profit…,https://th.indeed.com/rc/clk?jk=43e4dd7c242b6ab2&fccid=647f9ecdccabd188&vjs=3
Technology Consulting - Data Analytics (Staff),EY,กรุงเทพมหานคร,Posted20 days ago,"Provide directional guidance and recommendations around data flows including data technology, data integrations, data models, and data storage formats.",https://th.indeed.com/rc/clk?jk=c46ba28f6c938d6e&fccid=1544766d4c2915b0&vjs=3
Program Officer (Monitoring and Investigation),Raks Thai,Thailand,Posted30+ days ago,"Understanding of additional data analysis software packages (e.g. SPSS, R, and STATA) is beneficial.",https://th.indeed.com/rc/clk?jk=0eec44239b570ee6&fccid=8f2c6c9ee65ab9a0&vjs=3
Program Officer (Monitoring and Investigation),Raks Thai,Thailand,Posted30+ days ago,"Understanding of additional data analysis software packages (e.g. SPSS, R, and STATA) is beneficial.",https://th.indeed.com/rc/clk?jk=0eec44239b570ee6&fccid=8f2c6c9ee65ab9a0&vjs=3
Internship program - Risk Consulting,PwC,กรุงเทพมหานคร,Posted6 days ago,Deliver and interpret researched data and content into key summary.,https://th.indeed.com/rc/clk?jk=44e23b5b604333ec&fccid=5e964c4afc56b180&vjs=3
Data Engineer (Bangkok),Aware Corporation Limited,"พญาไท, กรุงเทพมหานคร",Posted30+ days ago,Designing and developing data pipeline and data model on data marts and big data platform (using ETL/ELT tools).,https://th.indeed.com/rc/clk?jk=1f64c579997abd2d&fccid=48620c08d6f29823&vjs=3
Director of Data Analytics,Minor Shared Services,กรุงเทพมหานคร,Posted1 day ago,"Knowledge of data security, data privacy and data governance frameworks.",https://th.indeed.com/rc/clk?jk=4c37e4f4d646e13c&fccid=9cb32c0d15000165&vjs=3
Training Manager,Prada,กรุงเทพมหานคร,Posted30+ days ago,Ability to analyze data to manage reports and surveys.,https://th.indeed.com/rc/clk?jk=1143cfa9c27850df&fccid=72865ece688ddd4f&vjs=3
Data Engineer,KLeasing,กรุงเทพมหานคร,Posted22 days ago,"Work with business domain experts, data scientists and application developers to identify data that is relevant for analysis.",https://th.indeed.com/rc/clk?jk=5310dda8115a6f54&fccid=05f8d282dd7557dd&vjs=3
Data Engineer,KLeasing,กรุงเทพมหานคร,Posted22 days ago,"Work with business domain experts, data scientists and application developers to identify data that is relevant for analysis.",https://th.indeed.com/rc/clk?jk=5310dda8115a6f54&fccid=05f8d282dd7557dd&vjs=3
Data Analytics,บริษัท อยุธยา แคปปิตอล ออโต้ ลีส จำกัด (มหาชน),กรุงเทพมหานคร,Posted30+ days ago,"Experience in data mining, data visualization tool.",https://th.indeed.com/rc/clk?jk=5cdb698a37e201ab&fccid=0aba939eba1dff41&vjs=3
Data Analyst,AIS,กรุงเทพมหานคร,Posted30+ days ago,Data Cleaning and Preparation Need to retrieve data from one or more sources and prepare the data so it is ready for numerical and categorical analysisData…,https://th.indeed.com/rc/clk?jk=117c97d44b0a3baf&fccid=fead2aac12ca6e14&vjs=3
Sustainability Implementation Analyst,PTT Global Chemical Plc.,กรุงเทพมหานคร,Posted20 days ago,Analyze and review data/ information in sustainability development database and provide recommendations for improvement.,https://th.indeed.com/rc/clk?jk=da000e658e9c95d6&fccid=dd616958bd9ddc12&vjs=3
Data Analyst,Advanced Info Service Plc.,กรุงเทพมหานคร,Posted30+ days ago,Data Cleaning and Preparation Need to retrieve data from one or more sources and prepare the data so it is ready for numerical and categorical analysisData…,https://th.indeed.com/rc/clk?jk=329651bf00cdf34a&fccid=7c95bcfbef85b3a3&vjs=3
Data Scientist,SKY ICT PCL,กรุงเทพมหานคร,Posted30+ days ago,"Studying Computer Engineering, AI, or Computer Science.",https://th.indeed.com/rc/clk?jk=8426645fb9eff1d2&fccid=4948476bdcced0d9&vjs=3
Data Scientist,SKY ICT PCL,กรุงเทพมหานคร,Posted30+ days ago,"Studying Computer Engineering, AI, or Computer Science.",https://th.indeed.com/rc/clk?jk=8426645fb9eff1d2&fccid=4948476bdcced0d9&vjs=3
Data Scientist and Analytic Consultant,Advanced Info Service Plc.,กรุงเทพมหานคร,Posted4 days ago,"Technical expertise regarding data modeling, data mining, segmentation techniques, unstructured data skills, and other data science.",https://th.indeed.com/rc/clk?jk=9d2e35ad0081c5fd&fccid=7c95bcfbef85b3a3&vjs=3
Data Analyst นักวิเคราะห์ข้อมูล,บริษัท เจ เอ็ม ที เน็ทเวอร์ค เซอร์วิสเซ็ส...,"สะพานสูง, กรุงเทพมหานคร",Posted30+ days ago,"สามารถใช้เครื่องมือทางสถิติ มีทักษะทางด้าน SQL / Python และ โปรแกรมคอมพิวเตอร์ด้านการทำ Data Analytic เช่น Python , R หรือ Power BI.",https://th.indeed.com/rc/clk?jk=47d2fa844d3deca6&fccid=1e7eb384b7ba8bd6&vjs=3
Data Analyst,ธนาคารเกียรตินาคินภัทร จำกัด (มหาชน),กรุงเทพมหานคร,Posted19 days ago,จัดทำแผนกลยุทธ์จากผลิตภัณฑ์ต่างๆเชื่อมโยงกันเป็นกลยุทธ์ทางธุรกิจ สร้าง Model สำหรับกำหนด Pricing การแบ่ง Segmentation สำหรับพัฒนาผลิตภัณฑ์ และการจัดทำ Profit…,https://th.indeed.com/rc/clk?jk=43e4dd7c242b6ab2&fccid=647f9ecdccabd188&vjs=3
Program Officer (Monitoring and Investigation),Raks Thai,Thailand,Posted30+ days ago,"Understanding of additional data analysis software packages (e.g. SPSS, R, and STATA) is beneficial.",https://th.indeed.com/rc/clk?jk=0eec44239b570ee6&fccid=8f2c6c9ee65ab9a0&vjs=3
Data Engineer (Bangkok),Aware Corporation Limited,"พญาไท, กรุงเทพมหานคร",Posted30+ days ago,Designing and developing data pipeline and data model on data marts and big data platform (using ETL/ELT tools).,https://th.indeed.com/rc/clk?jk=1f64c579997abd2d&fccid=48620c08d6f29823&vjs=3
Data Engineer (Bangkok),Aware Corporation Limited,"พญาไท, กรุงเทพมหานคร",Posted30+ days ago,Designing and developing data pipeline and data model on data marts and big data platform (using ETL/ELT tools).,https://th.indeed.com/rc/clk?jk=1f64c579997abd2d&fccid=48620c08d6f29823&vjs=3
Technology Consulting - Data Analytics (Staff),EY,กรุงเทพมหานคร,Posted20 days ago,"Provide directional guidance and recommendations around data flows including data technology, data integrations, data models, and data storage formats.",https://th.indeed.com/rc/clk?jk=c46ba28f6c938d6e&fccid=1544766d4c2915b0&vjs=3
Internship program - Risk Consulting,PwC,กรุงเทพมหานคร,Posted6 days ago,Deliver and interpret researched data and content into key summary.,https://th.indeed.com/rc/clk?jk=44e23b5b604333ec&fccid=5e964c4afc56b180&vjs=3
HR Operations & Data Admin,Solvay,Thailand,Posted20 days ago,Check integrity/validity of data and authorization of information providers.,https://th.indeed.com/rc/clk?jk=57dfe5c5913f507c&fccid=73570cc12fe0cc87&vjs=3
Data Engineer,Central JD FINTECH,"ปทุมวัน, กรุงเทพมหานคร",Posted30+ days ago,"Experience in data management, data warehousing or unstructured data environment.",https://th.indeed.com/rc/clk?jk=8b6246ce83fa6855&fccid=ed4fa8871b7587d4&vjs=3
Training Manager,Prada,กรุงเทพมหานคร,Posted30+ days ago,Ability to analyze data to manage reports and surveys.,https://th.indeed.com/rc/clk?jk=1143cfa9c27850df&fccid=72865ece688ddd4f&vjs=3
Training Manager,Prada,กรุงเทพมหานคร,Posted30+ days ago,Ability to analyze data to manage reports and surveys.,https://th.indeed.com/rc/clk?jk=1143cfa9c27850df&fccid=72865ece688ddd4f&vjs=3
